nan weeks: 25-36,nan weeks: 26-36,nan weeks: 27-36,nan weeks: 28-36,nan weeks: 29-36,nan weeks: 30-36,nan weeks: 31-36,nan weeks: 32-36,nan weeks: 33-36,nan weeks: 34-36,nan weeks: 35-36,nan weeks: 36-36,nan weeks: none
1.0,1.0,1.0,1.0,0.4242267072458143,0.3372185561005184,0.5709706587816599,0.6485619335546742,0.6584726294482282,0.7206600135753105,0.7324632906746278,0.671333043406342,0.649873369236066
1.0,1.0,1.0,1.0,1.0,1.0,1.2891056036856026,1.3040035666670473,0.8453402045531259,0.986915494511158,0.9790394482543838,0.980367649069872,0.9757388752897482
1.0,1.0,5.0,1.9702971365314093,0.9543287411461278,0.9538541996382012,1.118554091819614,1.131847014056027,1.092986153734281,1.0953707921956553,1.11377346323765,1.091656878985249,1.0518717261074584
1.0,1.0,1.0,1.2630757789586862,1.2710677709437448,0.4555303593231873,0.4424089033323122,0.4630257221274969,0.4452041637355433,0.7479600155001229,0.7599557300778474,0.763122324632187,0.7749392234969769
1.0,1.0,1.0,1.0,1.0,1.0,1.347979357007926,1.388295496876534,1.2449256567557812,1.2591495243343722,1.1172159292622734,1.1252229853082096,1.1015437584556431
1.0,1.0,1.0,1.0,1.0,0.2910299786367,0.2664581981941157,0.7347374028709797,0.7232561360199725,0.7138845681549397,0.7387657564021982,0.7251958052603611,0.7204541019951953
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.004080457288563,1.029507116974922,1.0424073799665543,1.0048238515441468,1.024125848966313
1.0,1.0,1.0,1.0,1.0,0.1995785296443867,0.6335831165940069,0.6236729031357662,0.6071882281454022,0.7590517208814784,0.7719533543844298,0.7680077371341082,0.7644304707795444
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.840015028573948,1.813209416911682,1.737043991548778,1.4192420160984969,1.3569218584958769,1.370877698737522
1.0,1.0,1.0,5.0,0.9458182347800954,0.8956861474897032,1.0950094537170922,1.128452675489105,1.1284667598934373,1.1261808615108868,1.1389482888786184,1.1449932848113464,1.1393224323696756
1.0,1.0,5.0,5.0,1.6576677705509284,1.6834360764266014,1.6616090630314195,1.5696528997636017,1.5955389980021724,1.5848268206674192,1.5944861054637645,1.5651205033555249,1.606042730520156
1.0,1.0,1.0,5.0,0.8026264866041468,0.6748513095740268,0.8247747635686782,0.8158635725809602,0.8284691997825476,0.8295945826973246,0.8306988218247446,0.8172393679357255,0.8193765695688784
1.0,1.0,1.0,5.0,0.833436784999318,0.6482050795042096,0.8762589936071188,0.926364538224558,0.94569733993171,0.9382505385613108,0.9352545479079142,0.9255522283950012,0.9588783033678006
1.0,1.0,1.0,5.0,1.1043372734084975,0.7749579854390232,1.0060922485985588,1.1542275042498955,1.1226767185244144,1.129933478250022,1.0881720333266012,1.1130303061116646,1.1409562941344715
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.565497462072713,1.1417252734335792,0.6301882699475203,0.6308404161323453
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4420344957515466,0.7289026582076111,0.6572190709193837,0.5574162817394392,0.5115787876126954
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7048939928819381,0.7232708683019907,0.7521299719487545,0.7328116703696931,0.6979510699970453
1.0,1.0,1.0,5.0,5.0,0.6097414289705965,1.0233947321077854,1.056637784912175,1.0365423747225226,1.0510336650034944,1.0544146601188642,1.0624194441815638,1.048197638700848
1.0,1.0,1.0,1.0,1.0,0.2910299786367,0.7577180332436535,0.7581073933846432,0.7573961253766415,0.7782868357222612,0.7814710440447203,0.7844281176392484,0.7617880854983764
1.0,1.0,5.0,2.7269882206845093,1.2429909234225154,0.8527418167326992,0.9721332033589768,0.968223795780287,0.9755494150064116,0.973803435207637,0.9774717182353996,0.977013143108239,0.9725249029080724
1.0,1.0,1.0,1.0,1.0,1.0,2.338446913164573,1.947889809947739,1.5737772389430056,1.6209659530551048,1.640316007384213,1.4359781881663525,1.4573171292447005
1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1.0,1.0,1.0,1.0,1.5951784033274905,1.654552797337261,1.6942490333498106,1.6940214828582931,1.6243929428138018,1.4362878871973543,1.4621756689234755,1.4563920713840224,1.46718273336492
1.0,1.0,1.0,1.0,1.0,0.2910299786367,0.2664581981941157,0.2664581981941157,0.2664581981941157,0.2787440884154079,0.2664581981941157,0.2664581981941157,0.2664581981941157
1.0,1.0,5.0,5.0,5.0,1.329095030131631,1.3045232496890469,1.5295289224908544,1.4503942616634746,1.429332273773803,1.4582659626508814,1.413696106777545,1.439814310285211
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.354529887622343,0.3652450068819821,0.3479641327524808,0.4626575774663376,0.4444911546637733,0.4128323199327035
1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.258179273157497,4.289381767540087,4.13686748418521,4.265755583461421,3.088045230207384,2.6267182543639773
1.0,1.0,5.0,2.736076559208961,2.8287022893548976,1.0803140088418894,1.079825074769618,1.2577403812181591,1.144178843742112,1.1230439401237802,1.1543141190191029,1.135987333273038,1.1418902687759815
1.0,1.0,5.0,5.0,1.661576916610808,1.7003708193684064,1.8855151298584367,1.7986619162845257,1.7734283354973177,1.7686697716775486,1.8028379586226904,1.7965054653977883,1.8085229670387817
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9735805449739774,1.2591310873020043,1.1662157374579585,0.9691228378438494,0.947147875613234
1.0,1.0,1.0,1.0,1.0,1.0,1.41702570542448,1.385373873764845,1.203811504318577,1.247830509694572,1.2532400122847038,1.262814770470844,1.248120129097377
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7406056118068933,0.7141826013969328,0.7239709210551684,0.5805307988441875,0.3523400939663978,0.3407835380575861
1.0,1.0,1.0,5.0,1.096357030132046,0.6995193620180632,0.8530225135779246,0.8938092930596382,0.906333232335961,0.9505413243450818,0.958977308006718,0.9421824900687572,0.9268309534211346
1.0,1.0,1.0,1.0,1.0,1.0,2.052525440374558,2.052525440374558,1.2912614011501269,1.2077977317353057,1.200542314906338,1.1895242195340017,1.2046912390765443
1.0,1.0,1.0,1.0,1.0,1.0,2.052525440374558,2.052525440374558,1.36714786095803,1.1832064057997038,1.1590796862569186,1.169168832714896,1.189244153309534
1.0,1.0,1.0,1.0,1.0,1.0,2.448287068425488,2.4023053709373667,2.1427465373203924,2.2620050200639508,2.267759079827528,2.225003596794637,2.3736864520650567
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6316935245037202,0.6612564139958974,0.7127828068300297,0.7100915968061003,0.7206921888508899
1.0,1.0,1.0,1.0,0.4340185856812689,0.3460130462890544,0.5755551073787073,0.6678779076866868,0.6706993767580178,0.672298457758213,0.6704766458196173,0.679147641104223,0.6629452530873782
1.0,1.0,1.0,1.0,1.0,1.0,2.4106012056887005,1.7808617917017524,1.4347249138874405,1.3901667034934129,1.4130058050295364,1.4275938925710565,1.292088181667438
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.905016751555437,3.6499465969761022,3.523135941576199,3.7215615306173513,3.504529683460971,3.749042390085539
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7481583844174785,1.025254413385912,1.02551400934618,1.007552728253441,1.0001875383533676
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0567968587944194,1.2552931203438469,1.2589888096567905,1.2197357597683538,1.2418544823271922
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.583656238094823,0.8825675103029694,0.9988857388350948,0.9306816986087568,0.9430116322545032,0.9358031020821668
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7456283550045644,0.769496653245212,0.7571070611702118,0.5771853600021783,0.5856599738328407
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8066026695492323,1.1709833486373828,1.120576537091183,1.135606400340509,1.1093743887669745
1.0,1.0,1.0,5.0,1.1294358706471477,1.10425838966264,1.129025095808796,1.129025095808796,1.129025095808796,1.129025095808796,1.129025095808796,1.1298466454854992,1.129025095808796
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5293933326353382,1.485655966630317,1.4716576198184883,1.4584086966125942,0.9507842440920152,0.9294148715944752
1.0,1.0,1.0,1.0,1.0,1.0,0.7884371839665842,1.10183226291612,1.1189655661502202,1.1163993447926883,1.0354484699253184,1.0724142988139054,1.0694164107270274
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.487063416928185,1.4043159074707687,1.4019357423803729,1.524986972980503
1.0,1.0,1.0,1.0,1.8914256798471007,1.97100408063154,1.9582458723401277,1.8586304166154903,1.4941908225582243,1.5664872417126348,1.561466229939407,1.5568512359586044,1.5818567568927937
1.0,1.0,1.0,1.2723703463840483,1.274019114254039,1.0743278963977363,1.2723703463840483,1.274019114254039,1.1501836703811112,1.2964385309433968,1.0743278963977363,1.297262914878392,1.1122557833894238
1.0,1.0,1.0,1.0,0.7482628172140098,0.4227177348865404,0.3963932300698765,0.3750844018867345,0.3911525467361986,0.5679820737822477,0.5629510587662889,0.5393089184606633,0.5701070881774584
1.0,1.0,1.0,1.0,1.0,1.0,1.2840314256150094,1.306299314717502,1.280086079332695,1.3179975317452295,1.3271250880792749,1.3224610388200566,1.3163947473814068
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3953382742489715,1.6520244587114288,1.6664419825191712,1.6318855748170775,1.6146211770466432
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9044166768321962,1.631314239928253,1.6446037094211738,1.6062923735363572,1.6397727274186231
1.0,1.0,1.0,1.0,1.0,1.0,7.997854541875272,4.571664536160917,4.320034448340112,4.465976249940003,4.097838600654496,4.240057648601573,4.371637295997301
1.0,1.0,1.0,1.0,1.0,1.0,3.424469591490632,3.7508907858885774,3.737686741194085,3.7196212106733055,3.767035152886145,3.674405889782047,3.760416682142115
1.0,1.0,1.0,1.0,0.594849025182414,0.4239326948058641,0.6034050163900742,0.6009880325779491,0.6119383449457119,0.6083966830302856,0.6093596181564456,0.6144711036988166,0.6049603170952562
